NAME,ELO,YEAR
Seattle,1538.4231603,2016.0
Northwestern State,1538.25938039,2011.0
Boston College,1538.05858072,2016.0
Montana State,1537.96394815,2017.0
Central Michigan,1537.85236211,2017.0
Ball State,1537.56741942,2011.0
North Texas,1537.14711873,2015.0
Texas State,1536.77093186,2011.0
Providence,1536.63714261,2012.0
North Carolina-Asheville,1536.07497428,2014.0
Georgia Southern,1536.0459594,2016.0
Savannah State,1535.37760864,2011.0
East Carolina,1535.24712552,2016.0
Buffalo,1534.85773731,2013.0
Albany (NY),1534.83475339,2014.0
Texas State,1534.63733455,2016.0
Columbia,1534.08388411,2017.0
Mercer,1534.02677093,2011.0
Delaware,1532.87853105,2015.0
North Dakota,1532.81875414,2016.0
Colgate,1532.42990799,2015.0
North Dakota,1532.29625925,2012.0
Penn State,1531.60159998,2013.0
IPFW,1531.53172016,2013.0
Fairfield,1531.21753202,2013.0
Charlotte,1531.21150122,2017.0
Western Carolina,1530.74185352,2014.0
Northern Illinois,1530.67374136,2017.0
Mississippi State,1530.45331743,2014.0
Stephen F. Austin,1530.28270772,2011.0
Milwaukee,1530.20566346,2017.0
Canisius,1529.81526656,2017.0
Houston Baptist,1529.7651065,2016.0
Kennesaw State,1529.59711251,2017.0
North Florida,1529.50924223,2011.0
Lipscomb,1529.41581931,2014.0
Arkansas-Little Rock,1529.37684953,2013.0
New Mexico State,1529.31373892,2011.0
Mississippi State,1528.49167882,2013.0
Loyola Marymount,1528.39331186,2014.0
North Carolina-Greensboro,1528.01697048,2016.0
North Dakota,1527.82187533,2013.0
Denver,1527.62512103,2015.0
Fordham,1527.43284026,2015.0
Bradley,1527.20108112,2013.0
North Carolina A&T,1527.19641284,2013.0
Bethune-Cookman,1527.16929133,2012.0
Gardner-Webb,1526.84693253,2014.0
Saint Peter's,1526.60287655,2016.0
Southern,1526.35980633,2014.0
South Florida,1526.12559897,2016.0
Tennessee Tech,1525.87701716,2014.0
Ball State,1525.64537153,2013.0
Tennessee-Martin,1525.52326845,2015.0
North Florida,1525.26937187,2012.0
Rice,1525.15558102,2011.0
St. Bonaventure,1524.80714735,2011.0
Pacific,1524.73033563,2017.0
Nebraska,1524.72952503,2012.0
Texas-San Antonio,1524.55365918,2012.0
Pepperdine,1524.34929289,2017.0
UC-Davis,1524.13459494,2016.0
Iowa State,1523.83090579,2011.0
Southern,1523.8234277,2016.0
Idaho,1523.60673505,2014.0
Grand Canyon,1523.47818988,2015.0
Air Force,1523.24024603,2011.0
Air Force,1522.5634836,2012.0
Morehead State,1522.3012473,2013.0
American,1522.17467149,2015.0
Louisiana-Lafayette,1521.83079752,2012.0
Savannah State,1521.76506415,2013.0
Georgia State,1520.99517823,2013.0
Drexel,1520.50173797,2014.0
Lehigh,1520.48073136,2015.0
Western Carolina,1520.26721687,2015.0
Portland State,1519.80268194,2014.0
Evansville,1519.23240176,2011.0
Southern Illinois,1519.20501538,2015.0
Youngstown State,1519.20131655,2012.0
James Madison,1519.19028135,2017.0
Holy Cross,1518.68086802,2012.0
Morgan State,1518.56185152,2011.0
Ohio,1518.40204626,2015.0
Canisius,1517.71204642,2015.0
Western Kentucky,1517.3319349,2011.0
South Florida,1517.09653645,2014.0
Nevada,1516.57635535,2015.0
Liberty,1516.41749435,2013.0
Norfolk State,1516.28899174,2014.0
Holy Cross,1516.17167773,2015.0
Pacific,1516.12319298,2016.0
Eastern Illinois,1515.71223842,2016.0
Army,1515.32256541,2016.0
Norfolk State,1515.24954727,2016.0
South Alabama,1515.12309195,2012.0
San Diego,1515.0569901,2016.0
IPFW,1515.01000975,2011.0
Delaware,1514.84629864,2017.0
Texas Christian,1514.21187088,2013.0
Virginia Military Institute,1513.85298754,2012.0
Jacksonville,1513.49312535,2011.0
La Salle,1513.27819249,2011.0
UC-Riverside,1513.09159976,2015.0
Siena,1512.53975028,2014.0
Portland State,1512.21035491,2012.0
American,1511.34873677,2016.0
Illinois-Chicago,1511.22909854,2013.0
South Alabama,1511.16222729,2017.0
Texas Tech,1510.79524082,2013.0
Kent State,1510.69549292,2014.0
Hampton,1510.66800428,2014.0
Drexel,1510.57927325,2013.0
Elon,1510.46529356,2016.0
South Alabama,1510.16752236,2016.0
Hawaii,1510.08016752,2013.0
Illinois-Chicago,1510.02267897,2017.0
Southeastern Louisiana,1509.70303434,2011.0
Norfolk State,1509.67261977,2015.0
Morgan State,1509.51272603,2013.0
Bryant,1509.15050846,2015.0
Northeastern,1508.98372214,2014.0
Nebraska-Omaha,1508.60099522,2014.0
Southern Methodist,1507.5732995,2013.0
Rutgers,1507.34782827,2011.0
Texas Tech,1507.28570325,2011.0
Mercer,1506.77806039,2016.0
Seattle,1506.73825564,2015.0
Youngstown State,1506.63329208,2017.0
Nebraska-Omaha,1506.31887583,2015.0
Liberty,1506.22021056,2011.0
George Mason,1506.0999424,2015.0
South Carolina,1505.87246317,2013.0
Appalachian State,1505.86353185,2013.0
Rice,1505.69555535,2015.0
Army,1505.30464498,2014.0
Idaho State,1504.66807601,2016.0
St. Francis (NY),1504.3389075,2011.0
Radford,1504.28629396,2016.0
Detroit Mercy,1504.11828156,2014.0
Arkansas-Little Rock,1503.93090981,2014.0
Northern Illinois,1503.77036104,2014.0
Fairleigh Dickinson,1503.12958168,2016.0
Coppin State,1503.12703304,2011.0
Rice,1503.08467168,2016.0
Canisius,1503.01383695,2011.0
Long Island University,1502.79301061,2017.0
Utah,1502.42400242,2011.0
Texas-San Antonio,1502.21278746,2015.0
Seattle,1501.59000626,2012.0
Grand Canyon,1501.41859246,2014.0
Eastern Kentucky,1501.25437976,2016.0
Morgan State,1501.08508115,2014.0
High Point,1500.98195039,2017.0
South Dakota,1500.8646485,2011.0
Southern,1500.62101798,2015.0
Idaho,1500.50276478,2013.0
San Diego,1500.22328606,2012.0
Portland State,1499.75437332,2015.0
Columbia,1499.272275,2011.0
North Dakota State,1499.09076051,2012.0
Cornell,1498.653329,2012.0
Bowie State,1498.65150037,2017.0
Bowie State,1498.65150037,2016.0
Texas-San Antonio,1498.65126693,2017.0
North Texas,1498.60437134,2016.0
North Florida,1498.59120372,2014.0
Austin Peay,1498.39186979,2017.0
Campbell,1498.13585601,2017.0
Loyola Marymount,1497.87301014,2013.0
Boston University,1497.8121401,2015.0
Northeastern,1497.46724925,2012.0
Oral Roberts,1497.46054893,2017.0
Southern Nazarene,1497.41906711,2017.0
Dubuque,1497.34694088,2017.0
Dubuque,1497.34694088,2016.0
Toledo,1497.23412439,2012.0
Navy,1497.07611201,2017.0
Manhattan,1496.78487947,2012.0
South Carolina State,1496.77830969,2016.0
Sacramento State,1496.73677489,2017.0
Cal State Northridge,1496.71293274,2014.0
Northern Arizona,1496.65882845,2014.0
North Carolina State,1496.63503634,2011.0
Radford,1496.62974457,2014.0
Cleveland State,1496.51050428,2013.0
Cornell,1496.37616939,2011.0
Francis Marion,1496.05755069,2016.0
Francis Marion,1496.05755069,2017.0
Fort Hays State,1495.81617794,2017.0
East Tennessee State,1495.79530592,2015.0
Incarnate Word,1495.72286727,2017.0
Cal Poly,1495.6196616,2017.0
Denison,1495.46423138,2017.0
Denison,1495.46423138,2016.0
Elon,1495.37443525,2015.0
Midwestern State,1495.23484875,2016.0
Midwestern State,1495.23484875,2017.0
Midwestern State,1495.23484875,2015.0
Biola,1495.19826397,2017.0
Biola,1495.19826397,2016.0
Ouachita,1495.12134693,2015.0
Nevada,1494.82420817,2011.0
Saint Rose,1494.25995973,2015.0
Saint Rose,1494.25995973,2016.0
Saint Rose,1494.25995973,2017.0
Southwestern Oklahoma State,1494.13298965,2014.0
Southwestern Oklahoma State,1494.13298965,2016.0
Southwestern Oklahoma State,1494.13298965,2015.0
Southwestern Oklahoma State,1494.13298965,2017.0
Mesa State,1493.98459129,2016.0
Mesa State,1493.98459129,2014.0
Mesa State,1493.98459129,2017.0
Mesa State,1493.98459129,2015.0
Hampton,1493.93343421,2015.0
Newman,1493.89178451,2014.0
Newman,1493.89178451,2012.0
Newman,1493.89178451,2013.0
North Park,1493.82748,2016.0
North Park,1493.82748,2017.0
North Park,1493.82748,2015.0
North Park,1493.82748,2014.0
University of the Ozarks,1493.63399499,2017.0
Missouri State,1493.26245389,2015.0
Maryland-Baltimore County,1493.16226444,2017.0
Jacksonville State,1493.09118646,2012.0
Drexel,1492.91749788,2015.0
Emmanuel,1492.85169275,2017.0
Emmanuel,1492.85169275,2016.0
Slippery Rock,1492.7774369,2015.0
Slippery Rock,1492.7774369,2013.0
Slippery Rock,1492.7774369,2014.0
Slippery Rock,1492.7774369,2016.0
Slippery Rock,1492.7774369,2017.0
Adams State,1492.70955729,2014.0
Adams State,1492.70955729,2013.0
Pittsburgh-Bradford,1492.69904555,2017.0
Pittsburgh-Bradford,1492.69904555,2016.0
Southern Utah,1492.6492288,2012.0
Heidelberg,1492.50446742,2014.0
Heidelberg,1492.50446742,2016.0
Heidelberg,1492.50446742,2017.0
Heidelberg,1492.50446742,2015.0
Newman,1492.47316893,2015.0
Newman,1492.47316893,2017.0
Newman,1492.47316893,2016.0
Rider,1492.39969577,2012.0
Lipscomb,1492.36114875,2011.0
Cal State Los Angeles,1492.22688964,2015.0
Miami (OH),1492.14518604,2017.0
Wagner,1491.99295294,2017.0
Liberty,1491.81665856,2012.0
Youngstown State,1491.80057111,2014.0
Mount Olive,1491.70742461,2015.0
Mount Olive,1491.70742461,2014.0
Mount Olive,1491.70742461,2016.0
Mount Olive,1491.70742461,2017.0
Sacramento State,1491.41114255,2016.0
Marian,1491.37652663,2016.0
Northland,1491.13018225,2015.0
Portland State,1491.04175892,2016.0
Montana Western,1491.03828299,2011.0
Montana Western,1491.03828299,2012.0
Canisius,1490.99426418,2013.0
Elmhurst,1490.98750315,2017.0
Elmhurst,1490.98750315,2014.0
Elmhurst,1490.98750315,2015.0
Elmhurst,1490.98750315,2016.0
Chadron State,1490.9829648,2013.0
Chadron State,1490.9829648,2014.0
Nazareth,1490.91980066,2017.0
Stetson,1490.7499271,2013.0
Middle Tennessee,1490.72622232,2011.0
Goshen,1490.71768189,2016.0
Goshen,1490.71768189,2015.0
Lipscomb,1490.66247633,2015.0
Saint Louis,1490.66149109,2011.0
Southern Oregon,1490.60421245,2017.0
John Brown,1490.41120317,2016.0
Cal Poly,1490.27299586,2012.0
Union (TN),1490.26969434,2016.0
Hanover,1490.19821237,2015.0
Hanover,1490.19821237,2017.0
Hanover,1490.19821237,2013.0
Hanover,1490.19821237,2014.0
Hanover,1490.19821237,2016.0
Loras,1490.15688436,2015.0
Loras,1490.15688436,2016.0
Loras,1490.15688436,2013.0
Loras,1490.15688436,2012.0
Loras,1490.15688436,2017.0
Loras,1490.15688436,2014.0
College of Faith,1490.08419899,2015.0
College of Faith,1490.08419899,2016.0
College of Faith,1490.08419899,2017.0
Belhaven (MS),1490.03478777,2012.0
Belhaven (MS),1490.03478777,2013.0
Ryerson,1489.87736189,2017.0
Ryerson,1489.87736189,2016.0
Cal Poly,1489.80732296,2011.0
Northern Colorado,1489.68883894,2014.0
Regis,1489.65938153,2015.0
Trevecca Nazarene,1489.65369469,2012.0
Trevecca Nazarene,1489.65369469,2014.0
Trevecca Nazarene,1489.65369469,2013.0
Franklin Pierce,1489.47495302,2016.0
Franklin Pierce,1489.47495302,2017.0
Franklin Pierce,1489.47495302,2015.0
Tampa,1489.46432424,2015.0
Tampa,1489.46432424,2014.0
Fort Lewis,1489.35713522,2015.0
Fort Lewis,1489.35713522,2013.0
Fort Lewis,1489.35713522,2014.0
Fort Lewis,1489.35713522,2012.0
St. Mary's (TX),1489.33940603,2017.0
North Alabama,1489.33085037,2012.0
North Alabama,1489.33085037,2011.0
Northern Michigan,1489.32990259,2013.0
Muhlenburg,1489.30267809,2013.0
Muhlenburg,1489.30267809,2015.0
Muhlenburg,1489.30267809,2014.0
Muhlenburg,1489.30267809,2016.0
Muhlenburg,1489.30267809,2017.0
South Dakota,1489.28074858,2014.0
Wisconsin-Superior,1489.19131138,2017.0
Wisconsin-Superior,1489.19131138,2016.0
Eckerd,1489.08835716,2014.0
Charleston Southern,1489.05800874,2011.0
Sewanee,1489.00858871,2013.0
Benedictine (AZ),1488.97638933,2016.0
Quincy,1488.69469139,2015.0
Shawnee State,1488.65188635,2012.0
Shawnee State,1488.65188635,2013.0
Shawnee State,1488.65188635,2017.0
Shawnee State,1488.65188635,2015.0
Shawnee State,1488.65188635,2016.0
Shawnee State,1488.65188635,2014.0
Texas-Dallas,1488.65041623,2017.0
Boston University,1488.62314324,2012.0
Southeast Missouri State,1488.51898778,2015.0
Bryn Athyn,1488.49903623,2016.0
Delaware,1488.36006113,2011.0
Arkansas-Pine Bluff,1488.35454186,2013.0
New Mexico Highlands,1488.09637913,2015.0
Corban,1488.03760615,2014.0
Corban,1488.03760615,2013.0
UC-Merced,1487.93700044,2012.0
Cal State Northridge,1487.90590856,2011.0
Oklahoma Baptist,1487.86398062,2017.0
Marietta,1487.69237871,2016.0
Marietta,1487.69237871,2015.0
Marietta,1487.69237871,2017.0
Marietta,1487.69237871,2012.0
Marietta,1487.69237871,2013.0
Marietta,1487.69237871,2014.0
Southeast Missouri State,1487.67414795,2013.0
Covenant,1487.64840688,2012.0
Saint Martin's,1487.59256435,2014.0
Saint Martin's,1487.59256435,2015.0
Madaille,1487.54925791,2017.0
Marshall,1487.5194524,2015.0
Saint Peter's,1487.49763518,2015.0
Fresno State,1487.37040191,2011.0
Arkansas Tech,1487.20547754,2013.0
Arkansas Tech,1487.20547754,2014.0
Arkansas Tech,1487.20547754,2012.0
SUNY-Oneonta,1487.15515299,2016.0
McGill,1487.07250643,2017.0
Minnesota,1487.04454818,2011.0
Hiram,1486.91807118,2012.0
Young Harris,1486.89732995,2013.0
Missouri Southern State,1486.86659136,2017.0
Army,1486.7946327,2013.0
Bluffton,1486.728209,2015.0
Bluffton,1486.728209,2017.0
Bluffton,1486.728209,2016.0
Lubbock Christian,1486.71466463,2016.0
Lubbock Christian,1486.71466463,2017.0
Lubbock Christian,1486.71466463,2015.0
Lubbock Christian,1486.71466463,2013.0
Lubbock Christian,1486.71466463,2014.0
Le Tourneau,1486.70259061,2016.0
Le Tourneau,1486.70259061,2017.0
Northern Colorado,1486.6808003,2015.0
Tiffin,1486.51257625,2015.0
Manhattanville,1486.49017101,2017.0
Virginia Tech,1486.44460378,2014.0
Ohio Christian,1486.37931422,2017.0
Loyola (IL),1486.2453254,2011.0
UC-Santa Barbara,1486.19444259,2017.0
Johnson & Wales,1486.08511129,2016.0
Florida Gulf Coast,1486.04953967,2012.0
Columbia,1485.95945339,2015.0
Saint Martin's,1485.85372417,2017.0
Saint Martin's,1485.85372417,2016.0
Wayne State (NE),1485.82701087,2014.0
Ouachita,1485.65446943,2017.0
Ouachita,1485.65446943,2016.0
Ohio Northern,1485.55213325,2014.0
Ohio Northern,1485.55213325,2015.0
Ohio Northern,1485.55213325,2017.0
Ohio Northern,1485.55213325,2016.0
Milwaukee Engineering,1485.53008966,2017.0
Columbus State,1485.45338959,2014.0
Columbus State,1485.45338959,2015.0
Columbus State,1485.45338959,2016.0
Columbus State,1485.45338959,2017.0
Tennessee Tech,1485.44362136,2013.0
Indiana-Kokomo,1485.4188295,2013.0
Indiana-Kokomo,1485.4188295,2012.0
Pennsylvania,1485.39639243,2011.0
Illinois-Springfield,1485.37918729,2012.0
Western Oregon,1485.3631255,2012.0
John Carroll,1485.31739499,2014.0
John Carroll,1485.31739499,2017.0
John Carroll,1485.31739499,2015.0
John Carroll,1485.31739499,2016.0
John Carroll,1485.31739499,2013.0
Cal State Bakersfield,1485.3078062,2012.0
Cedarville,1485.24543943,2012.0
Cedarville,1485.24543943,2013.0
Embry-Riddle Aeronautical University,1485.04658366,2016.0
Embry-Riddle Aeronautical University,1485.04658366,2017.0
Eastern Kentucky,1485.04607918,2017.0
Our Lady of the Lake,1485.04580319,2014.0
Nova Southeastern,1484.87286516,2015.0
Nova Southeastern,1484.87286516,2017.0
Nova Southeastern,1484.87286516,2016.0
Albion,1484.80219743,2013.0
Thomas More,1484.7786485,2012.0
Thomas More,1484.7786485,2011.0
Thomas More,1484.7786485,2015.0
Thomas More,1484.7786485,2013.0
Thomas More,1484.7786485,2014.0
Pacific Union,1484.77857873,2012.0
Missouri-St. Louis,1484.76098738,2017.0
Eastern New Mexico,1484.73179773,2012.0
Southeast Missouri State,1484.72426211,2017.0
UC-Davis,1484.64220937,2013.0
Langston,1484.60100571,2013.0
Langston,1484.60100571,2014.0
Langston,1484.60100571,2012.0
Appalachian State,1484.58155707,2015.0
Texas Christian,1484.46365541,2014.0
Wartburg,1484.45905891,2015.0
Wartburg,1484.45905891,2013.0
Wartburg,1484.45905891,2016.0
Wartburg,1484.45905891,2017.0
Wartburg,1484.45905891,2014.0
Dakota State,1484.42048644,2012.0
Drake,1484.37147279,2011.0
Chattanooga,1484.33513792,2014.0
Stanford,1484.28975806,2011.0
Viterbo University,1484.23902973,2015.0
Viterbo University,1484.23902973,2014.0
Viterbo University,1484.23902973,2016.0
Viterbo University,1484.23902973,2017.0
Catholic,1484.22941231,2014.0
Michigan-Dearborn,1484.19758564,2014.0
Southern Vermont,1484.12702825,2017.0
Southern Vermont,1484.12702825,2016.0
Southern Vermont,1484.12702825,2015.0
Bradley,1483.89384445,2014.0
Fairmont State,1483.85249435,2013.0
Fairmont State,1483.85249435,2015.0
Fairmont State,1483.85249435,2016.0
Fairmont State,1483.85249435,2014.0
Fairmont State,1483.85249435,2017.0
St. Thomas (FL),1483.61422262,2012.0
St. Thomas (FL),1483.61422262,2015.0
St. Thomas (FL),1483.61422262,2014.0
St. Thomas (FL),1483.61422262,2013.0
St. Thomas (FL),1483.61422262,2016.0
St. Thomas (FL),1483.61422262,2017.0
Rider,1483.55638576,2016.0
Westmont,1483.51173546,2012.0
Cabrini,1483.48612457,2017.0
Cal State East Bay,1483.43891559,2013.0
Cal State East Bay,1483.43891559,2014.0
Oregon Tech,1483.33621283,2016.0
Oregon Tech,1483.33621283,2017.0
Lourdes,1483.32466206,2017.0
Lourdes,1483.32466206,2016.0
Mount Vernon Nazarene,1483.23981708,2017.0
Mount Vernon Nazarene,1483.23981708,2016.0
Mount Vernon Nazarene,1483.23981708,2015.0
Goshen,1483.18192467,2017.0
Furman,1483.18093572,2012.0
Georgia Southern,1483.10503095,2012.0
Westminster (PA),1483.07988518,2016.0
Westminster (PA),1483.07988518,2014.0
Westminster (PA),1483.07988518,2017.0
Westminster (PA),1483.07988518,2015.0
Sioux Falls,1482.98430034,2014.0
Sioux Falls,1482.98430034,2012.0
Sioux Falls,1482.98430034,2016.0
Sioux Falls,1482.98430034,2013.0
Sioux Falls,1482.98430034,2017.0
Sioux Falls,1482.98430034,2015.0
Arkansas Tech,1482.98172794,2015.0
Nichols,1482.84492642,2016.0
Nichols,1482.84492642,2017.0
Nichols,1482.84492642,2015.0
UC-Riverside,1482.83335805,2016.0
Newbury,1482.77770362,2015.0
Newbury,1482.77770362,2017.0
Newbury,1482.77770362,2016.0
Northwestern State,1482.75594268,2017.0
Southern Poly,1482.70732027,2013.0
Southern Poly,1482.70732027,2017.0
Southern Poly,1482.70732027,2016.0
Southern Poly,1482.70732027,2014.0
Southern Poly,1482.70732027,2015.0
Merchant Marine Academy,1482.68030951,2016.0
Merchant Marine Academy,1482.68030951,2017.0
Brevard,1482.67470537,2012.0
San Diego Christian,1482.64057289,2011.0
Holy Cross (IN),1482.44639114,2012.0
Alcorn State,1482.41443267,2017.0
Central Washington,1482.37661788,2017.0
Seton Hill,1482.36758533,2017.0
Seton Hill,1482.36758533,2016.0
Northland,1482.25655109,2016.0
Quinnipiac,1482.03773245,2013.0
Virginia Union,1482.03168165,2014.0
Virginia Union,1482.03168165,2015.0
Virginia Union,1482.03168165,2017.0
Virginia Union,1482.03168165,2016.0
Fort Lewis,1481.9836878,2016.0
Buffalo State,1481.96416213,2016.0
Buffalo State,1481.96416213,2012.0
Buffalo State,1481.96416213,2017.0
Buffalo State,1481.96416213,2015.0
Buffalo State,1481.96416213,2014.0
Buffalo State,1481.96416213,2013.0
Clayton State,1481.94816837,2016.0
Clayton State,1481.94816837,2017.0
Clayton State,1481.94816837,2015.0
Kalamazoo,1481.900113,2015.0
Kalamazoo,1481.900113,2017.0
Kalamazoo,1481.900113,2016.0
Kalamazoo,1481.900113,2014.0
Thiel,1481.89426248,2014.0
Western New England,1481.87498673,2017.0
Philadelphia,1481.84791578,2014.0
Philadelphia,1481.84791578,2016.0
Philadelphia,1481.84791578,2015.0
Philadelphia,1481.84791578,2017.0
Stony Brook,1481.77486342,2011.0
Master's,1481.76731265,2013.0
Concordia-St. Paul,1481.7232791,2017.0
Concordia-St. Paul,1481.7232791,2016.0
Concordia-St. Paul,1481.7232791,2015.0
Weber State,1481.60926983,2015.0
Baker,1481.4973076,2017.0
Baker,1481.4973076,2015.0
Baker,1481.4973076,2016.0
Buena Vista,1481.46821035,2017.0
Massachusetts Institute of Technology,1481.45289617,2011.0
American International,1481.45088838,2014.0
American International,1481.45088838,2017.0
American International,1481.45088838,2015.0
American International,1481.45088838,2013.0
American International,1481.45088838,2011.0
American International,1481.45088838,2012.0
American International,1481.45088838,2016.0
Mars Hill,1481.44652403,2012.0
Peace,1481.39804754,2016.0
Peace,1481.39804754,2015.0
Regis,1481.35020429,2016.0
Regis,1481.35020429,2017.0
Washington & Lee,1481.34242938,2013.0
Rowan,1481.32833425,2015.0
Southern Methodist,1481.31194109,2012.0
North Alabama,1481.30622402,2014.0
North Alabama,1481.30622402,2013.0
Muskingum,1481.26234055,2017.0
High Point,1481.22989137,2013.0
Mount St. Mary's,1481.09563868,2015.0
Pace,1480.97404699,2015.0
Pace,1480.97404699,2016.0
Pace,1480.97404699,2017.0
Nicholls State,1480.96149026,2011.0
Carroll,1480.92844858,2017.0
Carroll,1480.92844858,2016.0
Emporia State,1480.86735672,2011.0
North Carolina Central,1480.85698654,2011.0
Boyce,1480.83906754,2016.0
Norfolk State,1480.80088068,2017.0
Holy Cross,1480.7375662,2016.0
Simpson (CA),1480.61986085,2012.0
William Jewell,1480.60857609,2013.0
William Jewell,1480.60857609,2014.0
Concordia (MI),1480.59128811,2011.0
Wiley,1480.57559824,2011.0
Cal State Los Angeles,1480.48855423,2016.0
Coker,1480.47697835,2012.0
Central Pennsylvania College,1480.47503276,2011.0
Grace Bible,1480.45517425,2015.0
Grace Bible,1480.45517425,2014.0
St. Thomas Aquinas,1480.44618247,2015.0
St. Thomas Aquinas,1480.44618247,2016.0
St. Thomas Aquinas,1480.44618247,2017.0
Missouri Valley,1480.37506009,2011.0
East Mennonite,1480.37314176,2016.0
Southwestern (TX),1480.33671022,2017.0
Southwestern (TX),1480.33671022,2014.0
Southwestern (TX),1480.33671022,2015.0
Southwestern (TX),1480.33671022,2016.0
Sarah Lawrence,1480.32142677,2015.0
Sarah Lawrence,1480.32142677,2016.0
McPherson,1480.29778534,2017.0
NJIT,1480.29491811,2011.0
Alabama State,1480.21292752,2015.0
Fayetteville State,1480.18266763,2013.0
Fayetteville State,1480.18266763,2011.0
Fayetteville State,1480.18266763,2012.0
Cal State Monterey Bay,1480.16586231,2011.0
Arcadia,1480.08918538,2012.0
Immaculata,1479.96401179,2015.0
Immaculata,1479.96401179,2017.0
Immaculata,1479.96401179,2014.0
Immaculata,1479.96401179,2016.0
Chapman,1479.95420267,2012.0
Chapman,1479.95420267,2014.0
Chapman,1479.95420267,2013.0
Puget Sound,1479.90999302,2012.0
Puget Sound,1479.90999302,2015.0
Puget Sound,1479.90999302,2011.0
Puget Sound,1479.90999302,2014.0
Puget Sound,1479.90999302,2017.0
Puget Sound,1479.90999302,2016.0
Puget Sound,1479.90999302,2013.0
Cumberland University,1479.86277938,2013.0
Cumberland University,1479.86277938,2014.0
Cumberland University,1479.86277938,2015.0
Cumberland University,1479.86277938,2012.0
Cumberland University,1479.86277938,2016.0
Cumberland University,1479.86277938,2017.0
Central State (OH),1479.81540835,2016.0
Central State (OH),1479.81540835,2017.0
Seattle,1479.8108026,2017.0
Roanoke,1479.80096736,2013.0
Roanoke,1479.80096736,2012.0
Kenyon,1479.65535369,2012.0
Kenyon,1479.65535369,2015.0
Kenyon,1479.65535369,2013.0
Kenyon,1479.65535369,2014.0
Laroche,1479.60095637,2014.0
Laroche,1479.60095637,2016.0
Laroche,1479.60095637,2015.0
Laroche,1479.60095637,2017.0
Regis (CO),1479.40794908,2017.0
Regis (CO),1479.40794908,2016.0
Regis (CO),1479.40794908,2014.0
Regis (CO),1479.40794908,2015.0
Regis (CO),1479.40794908,2013.0
Albany (NY),1479.38835813,2011.0
Johnson University,1479.37227145,2014.0
Mid-Atlantic Christian,1479.32736443,2015.0
Worcester Tech,1479.13649898,2017.0
Worcester Tech,1479.13649898,2011.0
Worcester Tech,1479.13649898,2016.0
Worcester Tech,1479.13649898,2012.0
Worcester Tech,1479.13649898,2013.0
Worcester Tech,1479.13649898,2015.0
Worcester Tech,1479.13649898,2014.0
Quincy,1479.13555717,2016.0
Quincy,1479.13555717,2017.0
District of Columbia,1479.10995291,2012.0
Houghton,1479.10423258,2012.0
Houghton,1479.10423258,2011.0
Houghton,1479.10423258,2013.0
Bradley,1479.08086935,2011.0
Mount St. Joseph,1478.96726722,2012.0
Mount St. Joseph,1478.96726722,2011.0
Arkansas-Little Rock,1478.94509959,2015.0
Union (NY),1478.90645431,2011.0
Union (NY),1478.90645431,2013.0
Union (NY),1478.90645431,2012.0
Union (NY),1478.90645431,2014.0
Union (NY),1478.90645431,2015.0
Union (NY),1478.90645431,2016.0
Case Western Reserve,1478.89729089,2015.0
Case Western Reserve,1478.89729089,2016.0
Case Western Reserve,1478.89729089,2017.0
Molloy,1478.84773407,2016.0
Merchant Marine,1478.81512145,2016.0
Merchant Marine,1478.81512145,2015.0
Merchant Marine,1478.81512145,2017.0
Northwestern Ohio,1478.73397113,2016.0
Northwestern Ohio,1478.73397113,2015.0
Northwestern Ohio,1478.73397113,2014.0
Northwestern Ohio,1478.73397113,2017.0
Southwest Assemblies of God,1478.72930747,2017.0
Southwest Assemblies of God,1478.72930747,2013.0
Southwest Assemblies of God,1478.72930747,2012.0
Southwest Assemblies of God,1478.72930747,2015.0
Southwest Assemblies of God,1478.72930747,2011.0
Southwest Assemblies of God,1478.72930747,2014.0
Southwest Assemblies of God,1478.72930747,2016.0
New Orleans,1478.68775423,2011.0
Austin Peay,1478.6473795,2012.0
Colorado College,1478.6334929,2016.0
Colorado College,1478.6334929,2017.0
Colorado College,1478.6334929,2014.0
Colorado College,1478.6334929,2015.0
Wabash,1478.62672973,2015.0
Wabash,1478.62672973,2016.0
Wabash,1478.62672973,2014.0
Wabash,1478.62672973,2013.0
South Carolina Upstate,1478.61146456,2017.0
California Baptist,1478.60121047,2013.0
California Baptist,1478.60121047,2014.0
California Baptist,1478.60121047,2015.0
California Baptist,1478.60121047,2011.0
California Baptist,1478.60121047,2017.0
California Baptist,1478.60121047,2012.0
California Baptist,1478.60121047,2016.0
Texas A&M-International,1478.57315587,2011.0
Hawaii Pacific,1478.56539454,2012.0
Hawaii Pacific,1478.56539454,2013.0
Hawaii Pacific,1478.56539454,2011.0
Defiance,1478.56439741,2015.0
Defiance,1478.56439741,2014.0
Defiance,1478.56439741,2016.0
Defiance,1478.56439741,2017.0
Minnesota-Crookston,1478.45846375,2016.0
Minnesota-Crookston,1478.45846375,2015.0
Southwest Minnesota State,1478.44648514,2013.0
Point Loma Nazarene,1478.44648514,2012.0
Southwest Minnesota State,1478.44648514,2011.0
Point Loma Nazarene,1478.44648514,2011.0
Southwest Minnesota State,1478.44648514,2014.0
Southwest Minnesota State,1478.44648514,2015.0
Southwest Minnesota State,1478.44648514,2012.0
Southwest Minnesota State,1478.44648514,2016.0
