TEAM,ELO,YEAR
Howard Payne,1429.7710705773384,2012
Claflin,1458.545379763964,2012
Indiana-South Bend,1463.5589693157126,2012
Auburn Montgomery,1442.4600622174614,2012
Minot State,1440.1204358606697,2012
Army,1349.9512914735396,2012
Arkansas Tech,1485.248648681411,2012
Alabama,1776.4624081656948,2012
Kansas,2022.0962192033774,2012
North Alabama,1489.0780131974152,2012
Rutgers-Camden,1465.5501353246925,2012
Washington Adventist,1330.318487961142,2012
Lehigh,1747.5735785994034,2012
Northern New Mexico,1372.473148062214,2012
Northern Illinois,1256.160870274722,2012
Oakland City,1386.414239247099,2012
Fort Lewis,1489.1661508721745,2012
Eastern Illinois,1332.1251867404023,2012
Louisiana-Monroe,1211.4391652119193,2012
Minnesota-Duluth,1470.0,2012
Chaminade,1402.7407154975085,2012
Averett,1459.3100274148246,2012
Rockhurst,1431.9467964146381,2012
Austin College,1431.7527067759693,2012
Middle Tennessee,1681.1856536308442,2012
Miles,1452.061552813641,2012
Brigham Young,1831.2736537487654,2012
NJIT,1466.8607286542674,2013
Alabama State,1229.5644654909133,2013
Virginia Intermont,1338.7442212148276,2013
Maine,1308.0188651541619,2013
Princeton,1649.3347569498374,2013
St. Gregory's,1380.9117209245844,2013
Evansville,1708.25379793507,2013
Fairmont State,1481.1837018114059,2013
Maryville (MO),1418.1315733735069,2013
Texas College,1470.0391113251576,2013
Marywood,1358.882247478078,2013
Wayland Baptist,1429.4103635018153,2013
IPFW,1559.1155098619734,2013
North Carolina State,1879.5449586654627,2013
Talladega,1399.8629229340095,2013
Kentucky,1885.2128210737064,2013
Eastern New Mexico,1449.9750254190733,2013
Huntington,1470.0,2013
Central Baptist,1364.1800719465093,2013
Arizona Christian,1410.0968058697529,2013
Redlands,1423.9944769960287,2013
North Dakota,1537.4639884107457,2013
Langston,1482.9514066359804,2013
Oral Roberts,1546.5993521497899,2013
District of Columbia,1405.3551328840053,2013
Alabama A&M,1209.2831885527823,2013
UC-Davis,1506.4694338707861,2013
Oakland,1587.7393971435392,2013
Mount St. Mary's,1579.8187990918634,2013
American International,1479.0603533622618,2013
Thomas More,1483.3580706204461,2013
Sacred Heart,1256.9586624678964,2013
Wilberforce,1442.1164242819768,2013
Florida International,1581.2375023620718,2013
James Madison,1638.7301374256922,2013
Oberlin,1429.2082477966608,2013
Cal State Dominguez Hills,1463.327007571634,2013
Texas-Tyler,1357.0517106803418,2013
North Carolina-Pembroke,1457.9228645371236,2013
Brescia,1421.8831167074393,2013
Illinois,1833.75825826974,2013
Southwest State (MN),1455.3774605210137,2013
North Florida,1440.30386192662,2013
Louisiana College,1318.7589645494802,2013
Rogers State,1442.74676223441,2013
Erskine,1448.7571305673944,2013
Eastern Kentucky,1649.9506560681336,2013
Toledo,1568.30717673677,2013
Penn State-Altoona,1464.0994563840825,2013
South Florida,1626.733998903742,2013
Weber State,1791.813918347572,2013
Emory & Henry,1455.686877460608,2013
Boston College,1742.8499645795357,2013
Green Bay,1669.2544055445262,2013
Montana State-Billings,1469.8828308290715,2013
North Dakota State,1681.1172698322564,2013
Whitman,1459.348845475622,2013
Santa Clara,1675.2252297344535,2013
Carver Bible,1355.230693172508,2013
SUNY-Cobleskill,1425.8871574059926,2013
Southern Utah,1327.4258766553537,2013
Fredonia State,1467.1922943080754,2013
Wyoming,1678.2722215397773,2013
Coastal Georgia,1442.3392939471482,2013
Air Force,1718.9267348338437,2013
Simpson (CA),1433.0176742509557,2013
Chadron State,1490.8355832588384,2013
Young Harris,1485.7204520753755,2013
Presentation College,1464.3797140457787,2013
Cairn,1467.8178986945886,2013
Maryland-Baltimore County,1233.2598424132025,2013
Baruch College,1467.5455211841725,2013
Boise State,1831.0728182916612,2013
Newman,1493.9548669665317,2013
St. Mary's (MD),1464.221937461333,2013
Mary Washington,1472.5839895213328,2013
Pennsylvania,1444.724684046598,2013
Cheyney,1425.2844088593572,2013
Saint Peter's,1276.4426932121576,2013
King (TN),1467.2411991204508,2013
Wilmington (OH),1464.5135867494425,2013
Lake Erie,1449.393439670399,2013
Hawaii Pacific,1474.7400166912958,2013
New Orleans,1317.7821201329732,2013
Roanoke,1475.3424361553805,2013
Lyon,1304.1419664975558,2013
Mount Ida College,1419.5694364819262,2013
Hawaii-Hilo,1470.277715599811,2013
Robert Morris (IL),1381.495316631042,2013
Northwest Washington,1465.3011372620329,2013
Fordham,1457.1232619388907,2013
Coker,1444.3948609219938,2013
Lenoir-Rhyne,1415.3775440590518,2013
UC-Riverside,1262.23787712789,2013
Michigan,1939.933555118459,2013
Denver,1834.7161981050313,2013
Rider,1601.8149351721909,2013
Valparaiso,1876.856647850766,2013
Concordia (MI),1455.487945175032,2013
Northwest University,1463.21144234061,2013
Spalding,1419.8061377495003,2013
Texas-San Antonio,1455.473556797832,2013
Virginia Wise,1270.0124542604258,2013
Northwestern,1593.5959849021774,2013
Wichita State,1835.1757667714267,2013
Stanford,1757.1111661746802,2013
Idaho,1502.385275292706,2013
Voorhees,1467.7817766964852,2013
Colgate,1315.7851879403795,2013
Kenyon,1476.0304782426924,2013
Saint Joseph's,1735.3861184435748,2013
Bridgewater (VA),1432.6458882085512,2013
New Mexico State,1857.6702282704898,2013
Notre Dame (OH),1423.9167450117995,2013
Ave Maria,1435.846817133599,2013
Winthrop,1441.0943757939644,2013
Georgia Southwestern,1428.1060763774885,2013
Austin Peay,1307.4739066776638,2013
Saginaw Valley State,1444.131645605189,2013
Sewanee,1488.57812316175,2013
Valley City State,1410.6406191292074,2013
Florida State,1809.6935271806624,2013
Edward Waters,1404.6711361377625,2013
Oregon State,1577.376803738421,2013
UCLA,1900.2079953430678,2013
Georgia State,1524.6997929028198,2013
Tennessee Wesleyan,1467.4160104786672,2013
Hendrix,1421.1548800900703,2013
Texas,1777.9787336962727,2013
Loyola Marymount,1509.511812441379,2013
Grand Canyon,1458.708069867599,2013
Harvard,1707.7159271751775,2013
Drexel,1497.0380566572846,2013
Victory,1338.1937838413114,2013
Ferrum,1470.0,2013
Mid-Continent,1449.4100995527344,2013
Johnson & Wales (NC),1338.9532891855847,2013
Florida Christian,1344.1522775021454,2013
Albright,1464.3130494893308,2013
IUPUI,1221.6274543776651,2013
Methodist,1418.2972498611182,2013
Oklahoma State,1951.081368715418,2013
Benedictine (IL),1404.5915868629031,2013
LeMoyne-Owen,1421.6645092501262,2013
Yale,1578.0427917000895,2013
High Point,1477.8467343431353,2013
Bethune-Cookman,1420.7357819809977,2013
Colorado State,1884.2221234507792,2013
Northwestern State,1741.3758189258442,2013
Mississippi Valley State,1187.341500035127,2013
Piedmont,1422.3561161524042,2013
Lewis & Clark,1386.26714117581,2013
Pacific Union,1420.0741673096247,2013
Creighton,1923.728349308493,2013
Marist,1390.4635898507204,2013
Wagner,1572.486859533069,2013
Panhandle State,1364.2806502883354,2013
Pacifica,1394.5285138131035,2013
Maryland-Eastern Shore,1076.6191416099693,2013
Crowley's Ridge,1398.0136021792111,2013
Loyola (MD),1616.6409767563105,2013
Oakwood,1334.9320576217829,2013
Eastern Washington,1362.7071301967314,2013
St. Catharine,1474.348698755539,2013
Wabash,1476.2096378883161,2013
Cardinal Stritch,1465.3011372620329,2013
Sul Ross State,1470.0,2013
Willamette,1406.4907606265165,2013
Indiana,2023.3025428087706,2013
Corban,1487.673685978972,2013
Youngstown State,1550.6420283127363,2013
South Carolina,1514.2805375180408,2013
Georgia,1714.0743144428982,2013
Louisiana State,1774.1827198111826,2013
Madonna,1438.5332150749086,2013
Martin Methodist,1413.3658494432655,2013
Southwest Minnesota State,1474.9130533627974,2013
Bethel (TN),1429.7886055196961,2013
Southern-New Orleans,1441.8780376752609,2013
Utah State,1663.3473598946966,2013
Montreat,1210.3982624855228,2013
Houston Baptist,1440.218509565009,2013
Nevada,1569.327688997656,2013
San Diego Christian,1276.5631535122416,2013
Lincoln (MO),1457.822265875357,2013
Alcorn State,1211.3543258657467,2013
George Fox,1442.132643627618,2013
Detroit Mercy,1709.6226249960969,2013
Long Beach State,1663.8730305896263,2013
Cal Lutheran,1430.68896946074,2013
Suffolk,1416.6612124609744,2013
Susquehanna,1459.8912816167908,2013
Judson,1363.1438053710824,2013
Texas A&M,1649.158691409517,2013
Dakota State,1473.3028308091052,2013
Pacific (OR),1471.7416904320016,2013
Black Hills State,1470.1979980394046,2013
St. Andrews,1420.3905778520905,2013
Saint Louis,2044.2448645545962,2013
Texas Christian,1525.492034699396,2013
California Baptist,1475.488298185176,2013
Puget Sound,1476.6195233163512,2013
Eureka,1346.537831956681,2013
John Carroll,1482.6264052800088,2013
Tennessee,1865.7014564643703,2013
Western Kentucky,1655.205884002933,2013
Portland,1461.6187420501476,2013
Geneva,1470.7716521943723,2013
Drake,1659.2158633152662,2013
Dayton,1691.4430580266048,2013
Wartburg,1482.5234727707966,2013
Prairie View,1334.9837109014393,2013
Johnson & Wales (CO),1430.3053599184732,2013
Virginia-Lynchburg,1442.111240956031,2013
Allen,1321.4450565774616,2013
North Carolina Central,1639.7756802265424,2013
Pacific Lutheran,1441.845519105698,2013
Fisher College,1391.969124963592,2013
Montana Tech,1348.1285173828642,2013
Wake Forest,1597.6398584141227,2013
Michigan Tech,1468.2584275037138,2013
Coe,1467.4160104786672,2013
Colorado Christian,1412.785235087083,2013
Warner Southern,1393.751653418903,2013
Bacone,1471.2020732544051,2013
Arcadia,1442.9024999861945,2013
Upper Iowa,1469.2210585300138,2013
Villanova,1857.4213559084021,2013
Miami (FL),2011.953862927038,2013
Nebraska,1716.489425178839,2013
Buffalo State,1479.3794974274922,2013
Lesley,1470.0,2013
Nebraska-Omaha,1431.693016457053,2013
Brewton-Parker,1357.8639878221472,2013
William Jessup,1436.919136654916,2013
Stephen F. Austin,1792.8831848440207,2013
Hofstra,1288.6225491986409,2013
Vanguard,1336.1511004832453,2013
Presbyterian,1307.5653065854924,2013
Butler,1913.2982847241633,2013
Hope,1470.6257310837148,2013
Atlanta Christian,1448.9663132698665,2013
Albertus Magnus,1465.7292684190966,2013
Belmont,1907.8744810855242,2013
Fisk,1413.2198459180138,2013
Texas Lutheran,1403.1386592981137,2013
City Tech,1463.0720975019487,2013
South Carolina Upstate,1465.619199081565,2013
Southern Wesleyan,1435.4906030138754,2013
Roosevelt,1360.2940097751775,2013
American,1343.2125348132995,2013
Mercer,1675.9998470439273,2013
Michigan State,2001.2240179902528,2013
Cornell,1394.431050442934,2013
Northeastern,1600.4088804496946,2013
Gwynedd-Mercy,1437.211636815381,2013
Southern California,1646.8640411494284,2013
Union (KY),1344.3151485431786,2013
Samford,1347.1360033859407,2013
Oregon,1891.4388142284959,2013
Central Florida,1744.0507957198643,2013
Missouri Valley,1428.706186891808,2013
Western State,1360.96587290405,2013
Wilmington (DE),1381.0365339380655,2013
Hampden-Sydney,1467.4521450488232,2013
Northern Michigan,1488.9607352215032,2013
Purdue,1757.8788711895284,2013
Saint Joseph's (ME),1474.231266272213,2013
Colorado,1818.1022208824427,2013
Fort Valley State,1468.5452001909853,2013
Palm Beach Atlantic,1465.1912510381746,2013
Pittsburgh,1924.0483873963256,2013
Culver-Stockton,1433.1743980522922,2013
Central Connecticut State,1411.1367718693646,2013
Albany (NY),1615.9469601896908,2013
Arkansas-Little Rock,1534.4275028484262,2013
Grambling,921.4225891056418,2013
SUNY-Oswego,1451.8587937698505,2013
North Carolina-Greensboro,1345.265706451963,2013
Westmont,1445.3018039985109,2013
Mississippi State,1541.880508393946,2013
Millsaps,1470.0,2013
Lyndon State,1410.6737813656691,2013
Quinnipiac,1477.906063266739,2013
Doane College,1473.1975695495328,2013
Concordia (AL),1461.457436543984,2013
Charlotte,1729.6037868961744,2013
Trevecca Nazarene,1488.5615393714452,2013
West Florida,1470.0,2013
LaGrange,1431.6106688600314,2013
Indiana Tech,1465.5095812463326,2013
Olivet College,1458.2839540020743,2013
Haverford,1467.0578177066377,2013
Wisconsin,1970.3596640471126,2013
Georgia Southern,1445.2557375305744,2013
Tennessee Temple,1416.8719005449896,2013
Lipscomb,1417.6962060585413,2013
Indiana-East,1440.3848585798341,2013
Wofford,1424.698156084861,2013
Florida Southern,1470.9182952561005,2013
Richmond,1677.8332739012956,2013
Massachusetts,1813.1968645673055,2013
Tennessee State,1663.5465217254432,2013
Siena,1320.231644714419,2013
Bluefield (WV),1470.0,2013
Point Loma Nazarene,1470.2214500501775,2013
Penn State,1552.4538753834993,2013
Virginia Military Institute,1395.6140111360762,2013
North Carolina Wesleyan,1427.4617536446847,2013
Concordia (IL),1419.2183645836947,2013
Missouri State,1591.999778524776,2013
Greenville (IL),1399.5483003402132,2013
Fresno Pacific,1421.7111218923399,2013
Johnson C. Smith,1470.8949134743575,2013
Slippery Rock,1492.5891383959192,2013
Georgia Tech,1658.8263086109018,2013
Marquette,1972.2283400861302,2013
Virginia,1803.4134173083319,2013
Temple,1896.1450205816598,2013
Seattle,1326.4323577630846,2013
Tennessee-Martin,1301.241153337887,2013
Cal State Fullerton,1408.7159116966307,2013
Florida Tech,1460.5021814719862,2013
UC-Irvine,1677.4425787387459,2013
Hardin-Simmons,1437.0168661533608,2013
San Francisco,1629.3840012940216,2013
LeTourneau,1448.9713367068473,2013
Oklahoma,1795.6185238083513,2013
Huston-Tillotson,1372.7413636992853,2013
Radford,1289.1240674764258,2013
Alaska-Anchorage,1407.2183570052791,2013
Tulane,1582.3583459355,2013
McMurry,1455.4609449650661,2013
Southern Virginia,1289.4660086558936,2013
Lafayette,1650.1280046237948,2013
St. Joseph's (NY),1415.4405322038142,2013
Mary,1448.1999356281506,2013
Milligan,1248.2489573818373,2013
Chowan,1447.543048100605,2013
Peru State,1430.5721611550196,2013
Sam Houston State,1467.5138938235957,2013
South Dakota School of Mines,1431.1637456829728,2013
Missouri,1867.4669422880527,2013
Occidental,1429.2915006831302,2013
Berea,1442.2474261802859,2013
Louisiana Tech,1758.5237308409028,2013
Florida Memorial,1445.4457569064518,2013
Southwest Assemblies of God,1475.3723550523189,2013
Carroll (MT),1454.7115825074036,2013
Siena Heights,1470.0435062134786,2013
Randolph,1410.9174635310724,2013
Vassar,1470.0,2013
Hampton,1443.7975671218355,2013
North Carolina-Wilmington,1308.9688960146193,2013
Spring Hill,1282.1511886220478,2013
Texas Wesleyan,1463.3518670181652,2013
Central Methodist,1473.8503277576333,2013
Glenville State,1472.5839895213328,2013
Indiana State,1677.1445571514191,2013
Howard,1182.6043892174596,2013
South Alabama,1588.9137956670065,2013
Shawnee State,1487.3020643358986,2013
Navy,1196.1137052119855,2013
Penn State-Abington,1463.8551698290016,2013
Central Michigan,1342.977969448511,2013
Lander,1467.652314342793,2013
West Alabama,1388.5224019957816,2013
Alice Lloyd,1425.1815160004714,2013
Marshall,1567.7890016651697,2013
Loyola (LA),1333.0146387312725,2013
Arizona State,1697.6350074636844,2013
Tennessee Tech,1489.0563622237048,2013
Wesley,1455.9466791387529,2013
Warren Wilson,1405.1591648212222,2013
Toccoa Falls,1350.7967607330768,2013
Hiram,1460.4991345211358,2013
Robert Morris,1639.9707272275243,2013
St. Francis (NY),1370.6115040450102,2013
Millikin,1470.0,2013
Academy of Art,1464.919841335993,2013
Mayville State,1321.8484909310191,2013
Furman,1247.6765808588075,2013
Rust,1451.150595188525,2013
Western New Mexico,1401.4407174404637,2013
Morris College,1429.6369192898674,2013
Jacksonville,1368.4981952862775,2013
Crown College,1470.9702406896645,2013
New Hampshire,1285.9390878934498,2013
Houghton,1475.6269428796422,2013
Champion Baptist,1323.8270378615282,2013
Towson,1580.2907937130826,2013
Alabama-Birmingham,1675.5260066586725,2013
Webber,1245.1620635800166,2013
Stetson,1506.9340592974481,2013
Southern Illinois,1588.5633581586071,2013
Clemson,1564.803735539207,2013
Baylor,1797.3782433934077,2013
Cal Poly,1632.964613312381,2013
Murray State,1690.9086763884452,2013
Delaware State,1391.774982987707,2013
Marietta,1487.2150992223274,2013
Minnesota,1772.7610670636677,2013
Centenary (LA),1148.3364022754472,2013
William & Mary,1414.2867803781892,2013
Ferris State,1410.6974103556904,2013
Albion,1482.8262420220153,2013
Rosemont,1460.1098832280718,2013
Florida,1951.7428143697587,2013
Brevard,1368.3583526852242,2013
Duquesne,1408.1312442985125,2013
Calumet College,1473.9801100490513,2013
Vanderbilt,1800.4692228432452,2013
Boston University,1575.3600235593708,2013
Kean,1435.676052022536,2013
Akron,1865.96444142139,2013
Colorado-Colorado Springs,1470.0,2013
Lamar,1172.1522529235328,2013
Northwest Indian College,1454.0077102404496,2013
Hanover,1489.5836106332697,2013
Maine-Machias,1432.0694746921065,2013
Southeastern Louisiana,1454.694741795297,2013
Old Westbury,1468.2729799614476,2013
Truman State,1451.956660350263,2013
Utah,1675.43301080594,2013
Long Island University,1659.0181406883328,2013
Tabor College,1370.4057116393972,2013
Rhode Island,1488.8803646981758,2013
Portland State,1289.2123125684145,2013
Washington College,1460.0792085955325,2013
Northeastern State,1470.0,2013
New Hope Christian,1462.0830145633374,2013
Belhaven (MS),1489.6121725208736,2013
West Virginia Tech,1397.4523503587097,2013
Buffalo,1544.5575612421076,2013
Shenandoah,1392.4430988920412,2013
Marygrove,1442.396904427313,2013
South Dakota State,1789.4543651804704,2013
Bucknell,1823.3333165341376,2013
Virginia Tech,1576.5160888502405,2013
Greensboro,1400.995022903102,2013
Whittier,1457.7474121754758,2013
Columbia,1385.3666675516813,2013
Lynchburg,1436.6158572183158,2013
Southern Poly,1480.216407822012,2013
Jamestown,1471.1838798823471,2013
North Texas,1462.9208885419062,2013
Lindsey Wilson,1452.714492714366,2013
Trinity Baptist,1394.3832847512695,2013
Paul Quinn,1462.6182410880563,2013
Western Oregon,1472.4127450166445,2013
Bluefield College (VA),1399.6468134193663,2013
Science and Arts of Oklahoma,1473.9761492802843,2013
Northwood (MI),1442.5320425865511,2013
Utah Valley,1385.3205173033964,2013
Manchester,1474.0007991198952,2013
Menlo,1402.4630248715243,2013
Bowling Green State,1479.6077154480201,2013
Elon,1589.1262534147327,2013
Memphis,2059.5409429784745,2013
Master's,1478.5739577923018,2013
Urbana,1413.9140225268775,2013
UC-Merced,1448.1230386207258,2013
Illinois State,1685.6970803412553,2013
Marymount (VA),1445.7605667210469,2013
Appalachian State,1517.7840147514212,2013
Rochester (MI),1246.6257866495328,2013
Purdue Calumet,1449.6723313057125,2013
Sioux Falls,1481.7793139572595,2013
Kansas State,1998.6978689961397,2013
Ohio Dominican,1432.9141395610293,2013
Walla Walla,1437.645408972133,2013
MacMurray,1371.3224484670259,2013
Western Michigan,1597.0397657241492,2013
Montana,1826.518587392266,2013
Mobile,1433.0484826618394,2013
Trinity Christian,1447.929913901808,2013
Fayetteville State,1477.0339017266256,2013
Texas A&M-Kingsville,1470.0,2013
Evergreen State,1459.3075773845746,2013
Dillard,1324.2112627963797,2013
Salisbury,1466.2067413372563,2013
Arkansas-Pine Bluff,1505.4030170982426,2013
Nicholls State,1320.0080819399952,2013
Manhattan,1584.014835464108,2013
St. Francis (IL),1416.272873896994,2013
Montana Western,1441.3974461575121,2013
Blue Mountain College,1387.8100558237527,2013
San Diego State,1856.0942417345664,2013
La Salle,1802.998968111248,2013
Morgan State,1525.699230743875,2013
Cal State Northridge,1401.215139678245,2013
Xavier,1722.9130500781505,2013
Delaware,1634.5599535113704,2013
Union (NY),1475.3725095626337,2013
North Carolina,1974.2873035783896,2013
Connecticut,1843.0257253707307,2013
Northern Colorado,1485.17696614796,2013
Fairleigh Dickinson,1119.6661174532237,2013
William Woods,1462.2210004261538,2013
Northern Kentucky,1456.6102201197098,2013
Jacksonville State,1577.577109452278,2013
Hiwassee,1362.9469399979637,2013
Florida Atlantic,1442.9707056740995,2013
Southern Mississippi,1859.278586217355,2013
Nevada-Las Vegas,1918.8651118248322,2013
Louisiana-Lafayette,1476.2720120099207,2013
Dartmouth,1369.768857549167,2013
Dowling,1468.0225007277254,2013
Pacific,1740.7777248463879,2013
Queens (NC),1470.0,2013
North Carolina A&T,1550.4535509144603,2013
Illinois-Chicago,1524.5444349197348,2013
Colby-Sawyer,1449.0973879834828,2013
DePaul,1489.7282542429252,2013
Notre Dame de Namur,1467.034086554693,2013
Harris-Stowe,1446.0752024809226,2013
Indiana-Kokomo,1483.6517074788844,2013
St. Thomas (FL),1481.568770818386,2013
University of California,1833.3940195504217,2013
McNeese State,1432.2325012904762,2013
East Carolina,1701.2506167728836,2013
Missouri-Kansas City,1283.1174176282664,2013
College of Idaho,1444.7805243374626,2013
Central Pennsylvania College,1282.6356853621069,2013
Cal State Monterey Bay,1441.5955281324136,2013
Hope International,1418.2276023234265,2013
Holy Names,1408.4574944467483,2013
Seton Hall,1633.7983371853838,2013
Cumberland University,1476.8887068934605,2013
Johnson & Wales (RI),1462.267134201268,2013
Coppin State,1250.5998006015243,2013
UC-Santa Cruz,1350.807986569502,2013
Massachusetts Institute of Technology,1457.931476034515,2013
Providence,1773.5306832440208,2013
Philander Smith,1423.2084436770358,2013
Georgetown,2024.6892538459556,2013
Jarvis Christian,1380.9989603946203,2013
Iona,1659.6094512016828,2013
Texas-El Paso,1707.6027953641756,2013
Asbury,1434.9732029215197,2013
Brown,1488.9114528298787,2013
Sonoma State,1461.9989336833585,2013
Marian (IN),1470.0,2013
Duke,2018.9583500593503,2013
Wentworth,1452.6935379130844,2013
Hawaii,1508.7021981475868,2013
Anderson (SC),1467.1946920447663,2013
Holy Cross,1363.5590676516028,2013
George Mason,1560.5290915295998,2013
Tulsa,1665.2347283058,2013
Morehead State,1524.5946199667605,2013
Cincinnati,1885.258007445498,2013
Texas-Rio Grande Valley,1445.6945096973448,2013
Worcester Tech,1475.6564672704153,2013
College of Charleston,1693.8608808476358,2013
Wiley,1450.1014043811265,2013
La Verne,1401.4506126287358,2013
Dickinson College,1457.0864959089884,2013
Alabama-Huntsville,1447.5771411904523,2013
Emporia State,1467.9611121441847,2013
Barry,1472.5839895213328,2013
Texas State,1479.6679499381405,2013
Campbell,1368.9497893155387,2013
Texas Southern,1576.6629376354954,2013
Rutgers,1653.9721556237996,2013
Ball State,1540.3962907059301,2013
Saint Joseph's (IN),1468.7613609401446,2013
Cal State Bakersfield,1588.451106023803,2013
Milwaukee,1406.4681648722415,2013
Liberty,1538.0821342530671,2013
Southern,1562.540516471739,2013
Mercy,1454.7251184029997,2013
Texas A&M-International,1426.5090261609664,2013
San Jose State,1305.5086150062525,2013
Purdue North Central,1470.0,2013
Northern Arizona,1329.3878769782677,2013
Adams State,1492.6092493842634,2013
Jackson State,1332.7449840666445,2013
Charleston Southern,1571.4053045753453,2013
San Diego,1634.1278155126151,2013
Eastern Michigan,1472.202332509892,2013
Regis (CO),1476.4764331010583,2013
Cal State San Marcos,1419.9945022002319,2013
Arkansas State,1572.6635812313787,2013
Linfield,1436.2392005046304,2013
Florida Gulf Coast,1697.6642813879182,2013
Kentucky Christian,1469.6761832779175,2013
Louisiana State-Shreveport,1468.4283248074908,2013
Southwestern (AZ),1467.856205055197,2013
Cameron,1433.1075478924631,2013
Eastern Oregon,1470.0,2013
Waldorf,1414.8261142640113,2013
Mississippi,1932.698665641145,2013
Cornerstone,1457.9036882064565,2013
Rio Grande,1439.0557672855905,2013
North Greenville,1431.2348138540983,2013
Rice,1322.6522027729482,2013
Reinhardt,1263.4619140430616,2013
Bradley,1544.692728903114,2013
Maryland,1796.2723467158564,2013
Auburn,1454.5068507397666,2013
Chapman,1477.060548300012,2013
Concordia (OR),1473.068734128274,2013
Florida A&M,1244.3728554917584,2013
Old Dominion,1353.5934535183676,2013
Mississippi College,1458.5319642323705,2013
Barber-Scotia,1405.1737844802535,2013
Troy,1399.5126776435,2013
Cincinnati Christian,1336.2274771331452,2013
Emory,1464.0019064980559,2013
North Carolina-Asheville,1454.768353213778,2013
Henderson State,1431.2971034959003,2013
Idaho State,1240.0231497447521,2013
Bryant,1440.6149881387753,2013
Great Falls,1419.4844147842734,2013
Syracuse,1987.558257044796,2013
Southeast Missouri State,1494.2912810574371,2013
Portland Bible College,1462.357550240388,2013
Gonzaga,2104.7163884665615,2013
Saint Francis (PA),1218.8064465122352,2013
St. Edward's,1426.6897988719538,2013
Savannah State,1512.6147982495067,2013
Albany State (GA),1459.2720843606082,2013
Saint Leo,1457.467241985221,2013
Southeastern Oklahoma State,1464.888783349585,2013
Covenant,1444.171851795128,2013
Philadelphia Biblical,1425.065449249479,2013
Holy Cross (IN),1444.616825531487,2013
Fontbonne,1418.2014820051822,2013
Midland Lutheran,1470.6777603875482,2013
Cleveland State,1496.0108104935111,2013
Canisius,1497.8003261671893,2013
Norfolk State,1638.1108882107724,2013
Western Carolina,1481.1399430540703,2013
Ohio State,2118.8438877387803,2013
Daniel Webster,1456.5043084993827,2013
Benedictine-Springfield,1462.2368896738817,2013
San Francisco State,1416.8346756427902,2013
Chicago State,1387.0334590341529,2013
St. Thomas (TX),1381.3714212391722,2013
Iowa,1843.6601391671509,2013
South Carolina State,1155.6317636124406,2013
City College of New York,1463.7103351896812,2013
Mars Hill,1453.9472174416662,2013
Muhlenburg,1488.253145507806,2013
Southern Illinois-Edwardsville,1299.3013843812905,2013
Kent State,1690.0259185486004,2013
Kennesaw State,1057.5782421891577,2013
Virginia Commonwealth,1949.4707486282075,2013
College of New Jersey,1422.8039563900559,2013
Monmouth,1288.2148778513647,2013
Cal State Stanislaus,1468.4488162253097,2013
Oglethorpe,1460.6225261355696,2013
Tusculum,1469.4071661943449,2013
East Texas Baptist,1433.868218598505,2013
Brigham Young-Hawaii,1435.4706762450512,2013
Miami (OH),1348.1331063764746,2013
Southeastern,1371.792740123028,2013
Iowa State,1886.70306183754,2013
Tuskegee,1466.516836368464,2013
Dominican (CA),1393.6872795706222,2013
Citadel,1269.5826800749928,2013
Montana State,1393.6135487745903,2013
Swarthmore,1465.4212484231293,2013
Malone,1401.784421658179,2013
Davidson,1882.2429843113368,2013
Ecclesia,1330.5732746710153,2013
Sacramento State,1377.89185481403,2013
Lees-McRae,1403.2000268220845,2013
Western Illinois,1663.0511979537455,2013
Northwest Oklahoma State,1420.1171162503401,2013
Fresno State,1636.5216531361202,2013
Mansfield,1473.4641832175946,2013
Trinity International (IL),1457.948219074818,2013
Indiana-Northwest,1347.0147131316826,2013
Mount St. Joseph,1452.1050086991104,2013
NYU-Poly,1434.7627930755157,2013
Washington,1752.035578497903,2013
East Tennessee State,1384.484327148027,2013
Schreiner,1412.3251448219346,2013
Arkansas,1769.9267631177415,2013
Loras,1490.0608485843748,2013
Farmingdale State,1470.0,2013
Louisville,2148.36777052018,2013
Saint Mary's (CA),1965.3108131075205,2013
Anderson (IN),1445.2342203293388,2013
Stillman,1467.4160104786672,2013
Texas-Arlington,1673.9215941519014,2013
Notre Dame,1952.0611306126239,2013
Mary Hardin-Baylor,1470.0,2013
Hartford,1467.593161069706,2013
Washington & Lee,1478.8783043906792,2013
Northern Iowa,1724.9079224406155,2013
Coastal Carolina,1448.4815820172093,2013
Saint Mary (KS),1468.7226052789815,2013
Alma,1464.434619161081,2013
Cedarville,1484.3336218873474,2013
Chattanooga,1384.6553602615809,2013
Neumann,1465.0869466372026,2013
Cal State East Bay,1481.0842199355573,2013
Stony Brook,1672.8828145316675,2013
Dallas Christian,1272.569470585086,2013
St. John's (NY),1710.0509585244322,2013
Lincoln (PA),1467.2840606885406,2013
William Jewell,1478.0148825522638,2013
Texas A&M-Corpus Christi,1318.664277990486,2013
Ohio,1789.4781598277002,2013
Pepperdine,1440.0398162879421,2013
Gardner-Webb,1620.2342301008298,2013
Guilford,1474.63202923201,2013
Central Arkansas,1419.7254567071263,2013
Haskell Indian Nations Institute,1441.847588723597,2013
South Dakota,1359.5576242151292,2013
New Mexico,2049.5052963893727,2013
Longwood,1284.9493673232987,2013
Niagara,1594.062485565215,2013
Bethany (CA),1423.9106570273082,2013
West Virginia,1608.5822467693101,2013
